"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	142	19212436	0.7
	"New York"	"36"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	1107	19212436	5.8
	"New York"	"36"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	145593	19212436	757.8
	"New York"	"36"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1217	19307066	6.3
	"New York"	"36"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	239	19307066	1.2
	"New York"	"36"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	136	19307066	0.7
	"New York"	"36"	"2009"	"2009"	"All other drug-induced causes"	"D9"	205	19307066	1.1
	"New York"	"36"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	139	19307066	0.7
	"New York"	"36"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	1093	19307066	5.7
	"New York"	"36"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	143446	19307066	743.0
	"New York"	"36"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1218	19378102	6.3
	"New York"	"36"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	208	19378102	1.1
	"New York"	"36"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	128	19378102	0.7
	"New York"	"36"	"2010"	"2010"	"All other drug-induced causes"	"D9"	203	19378102	1.0
	"New York"	"36"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	118	19378102	0.6
	"New York"	"36"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	1099	19378102	5.7
	"New York"	"36"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	143455	19378102	740.3
	"New York"	"36"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1543	19465197	7.9
	"New York"	"36"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	235	19465197	1.2
	"New York"	"36"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	168	19465197	0.9
	"New York"	"36"	"2011"	"2011"	"All other drug-induced causes"	"D9"	201	19465197	1.0
	"New York"	"36"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	151	19465197	0.8
	"New York"	"36"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	1163	19465197	6.0
	"New York"	"36"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	145711	19465197	748.6
	"New York"	"36"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1725	19570261	8.8
	"New York"	"36"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	250	19570261	1.3
	"New York"	"36"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	124	19570261	0.6
	"New York"	"36"	"2012"	"2012"	"All other drug-induced causes"	"D9"	156	19570261	0.8
	"New York"	"36"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	168	19570261	0.9
	"New York"	"36"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	1225	19570261	6.3
	"New York"	"36"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	145336	19570261	742.6
	"New York"	"36"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1863	19651127	9.5
	"New York"	"36"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	302	19651127	1.5
	"New York"	"36"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	141	19651127	0.7
	"New York"	"36"	"2013"	"2013"	"All other drug-induced causes"	"D9"	174	19651127	0.9
	"New York"	"36"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	182	19651127	0.9
	"New York"	"36"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	1298	19651127	6.6
	"New York"	"36"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	146956	19651127	747.8
	"New York"	"36"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1937	19746227	9.8
	"New York"	"36"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	227	19746227	1.1
	"New York"	"36"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	135	19746227	0.7
	"New York"	"36"	"2014"	"2014"	"All other drug-induced causes"	"D9"	210	19746227	1.1
	"New York"	"36"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	127	19746227	0.6
	"New York"	"36"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	1276	19746227	6.5
	"New York"	"36"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	146031	19746227	739.5
	"New York"	"36"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2326	19795791	11.7
	"New York"	"36"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	245	19795791	1.2
	"New York"	"36"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	177	19795791	0.9
	"New York"	"36"	"2015"	"2015"	"All other drug-induced causes"	"D9"	255	19795791	1.3
	"New York"	"36"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	169	19795791	0.9
	"New York"	"36"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	1310	19795791	6.6
	"New York"	"36"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	149140	19795791	753.4
	"New York"	"36"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	3212	19745289	16.3
	"New York"	"36"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	217	19745289	1.1
	"New York"	"36"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	207	19745289	1.0
	"New York"	"36"	"2016"	"2016"	"All other drug-induced causes"	"D9"	256	19745289	1.3
	"New York"	"36"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	154	19745289	0.8
	"New York"	"36"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	1405	19745289	7.1
	"New York"	"36"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	148905	19745289	754.1
	"North Carolina"	"37"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	237	7949361	3.0
	"North Carolina"	"37"	"1999"	"1999"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	108	7949361	1.4
	"North Carolina"	"37"	"1999"	"1999"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	20	7949361	0.3
	"North Carolina"	"37"	"1999"	"1999"	"All other drug-induced causes"	"D9"	35	7949361	0.4
	"North Carolina"	"37"	"1999"	"1999"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	7949361	0.3
	"North Carolina"	"37"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	666	7949361	8.4
	"North Carolina"	"37"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	68508	7949361	861.8
	"North Carolina"	"37"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	332	8049313	4.1
	"North Carolina"	"37"	"2000"	"2000"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	139	8049313	1.7
	"North Carolina"	"37"	"2000"	"2000"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	19	8049313	Unreliable
	"North Carolina"	"37"	"2000"	"2000"	"All other drug-induced causes"	"D9"	40	8049313	0.5
	"North Carolina"	"37"	"2000"	"2000"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	27	8049313	0.3
	"North Carolina"	"37"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	668	8049313	8.3
	"North Carolina"	"37"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	70709	8049313	878.4
	"North Carolina"	"37"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	407	8210122	5.0
	"North Carolina"	"37"	"2001"	"2001"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	134	8210122	1.6
	"North Carolina"	"37"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	10	8210122	Unreliable
	"North Carolina"	"37"	"2001"	"2001"	"All other drug-induced causes"	"D9"	33	8210122	0.4
	"North Carolina"	"37"	"2001"	"2001"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	8210122	0.3
	"North Carolina"	"37"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	609	8210122	7.4
	"North Carolina"	"37"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	69720	8210122	849.2
	"North Carolina"	"37"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	513	8326201	6.2
	"North Carolina"	"37"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	116	8326201	1.4
	"North Carolina"	"37"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	18	8326201	Unreliable
	"North Carolina"	"37"	"2002"	"2002"	"All other drug-induced causes"	"D9"	37	8326201	0.4
	"North Carolina"	"37"	"2002"	"2002"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	21	8326201	0.3
	"North Carolina"	"37"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	629	8326201	7.6
	"North Carolina"	"37"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	70693	8326201	849.0
	"North Carolina"	"37"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	628	8422501	7.5
	"North Carolina"	"37"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	110	8422501	1.3
	"North Carolina"	"37"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	24	8422501	0.3
	"North Carolina"	"37"	"2003"	"2003"	"All other drug-induced causes"	"D9"	71	8422501	0.8
	"North Carolina"	"37"	"2003"	"2003"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	35	8422501	0.4
	"North Carolina"	"37"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	576	8422501	6.8
	"North Carolina"	"37"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	72015	8422501	855.0
	"North Carolina"	"37"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	688	8553152	8.0
	"North Carolina"	"37"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	143	8553152	1.7
	"North Carolina"	"37"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	22	8553152	0.3
	"North Carolina"	"37"	"2004"	"2004"	"All other drug-induced causes"	"D9"	64	8553152	0.7
	"North Carolina"	"37"	"2004"	"2004"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	33	8553152	0.4
	"North Carolina"	"37"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	648	8553152	7.6
	"North Carolina"	"37"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	70785	8553152	827.6
	"North Carolina"	"37"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	821	8705407	9.4
	"North Carolina"	"37"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	152	8705407	1.7
	"North Carolina"	"37"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	27	8705407	0.3
	"North Carolina"	"37"	"2005"	"2005"	"All other drug-induced causes"	"D9"	61	8705407	0.7
	"North Carolina"	"37"	"2005"	"2005"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	30	8705407	0.3
	"North Carolina"	"37"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	586	8705407	6.7
	"North Carolina"	"37"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	72961	8705407	838.1
	"North Carolina"	"37"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	878	8917270	9.8
	"North Carolina"	"37"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	153	8917270	1.7
	"North Carolina"	"37"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	28	8917270	0.3
	"North Carolina"	"37"	"2006"	"2006"	"All other drug-induced causes"	"D9"	61	8917270	0.7
	"North Carolina"	"37"	"2006"	"2006"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	8917270	0.2
	"North Carolina"	"37"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	588	8917270	6.6
	"North Carolina"	"37"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	72986	8917270	818.5
	"North Carolina"	"37"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	868	9118037	9.5
	"North Carolina"	"37"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	178	9118037	2.0
	"North Carolina"	"37"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	36	9118037	0.4
	"North Carolina"	"37"	"2007"	"2007"	"All other drug-induced causes"	"D9"	41	9118037	0.4
	"North Carolina"	"37"	"2007"	"2007"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	36	9118037	0.4
	"North Carolina"	"37"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	640	9118037	7.0
	"North Carolina"	"37"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	74245	9118037	814.3
	"North Carolina"	"37"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	957	9309449	10.3
	"North Carolina"	"37"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	191	9309449	2.1
	"North Carolina"	"37"	"2008"	"2008"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	47	9309449	0.5
	"North Carolina"	"37"	"2008"	"2008"	"All other drug-induced causes"	"D9"	21	9309449	0.2
	"North Carolina"	"37"	"2008"	"2008"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	60	9309449	0.6
	"North Carolina"	"37"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	663	9309449	7.1
	"North Carolina"	"37"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	75343	9309449	809.3
	"North Carolina"	"37"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	954	9449566	10.1
	"North Carolina"	"37"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	170	9449566	1.8
	"North Carolina"	"37"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	67	9449566	0.7
	"North Carolina"	"37"	"2009"	"2009"	"All other drug-induced causes"	"D9"	32	9449566	0.3
	"North Carolina"	"37"	"2009"	"2009"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	85	9449566	0.9
	"North Carolina"	"37"	"2009"	"2009"	"All other alcohol-induced causes"	"A9"	629	9449566	6.7
	"North Carolina"	"37"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O9"	75180	9449566	795.6
	"North Carolina"	"37"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	877	9535483	9.2
	"North Carolina"	"37"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	179	9535483	1.9
	"North Carolina"	"37"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	37	9535483	0.4
	"North Carolina"	"37"	"2010"	"2010"	"All other drug-induced causes"	"D9"	32	9535483	0.3
	"North Carolina"	"37"	"2010"	"2010"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	71	9535483	0.7
	"North Carolina"	"37"	"2010"	"2010"	"All other alcohol-induced causes"	"A9"	598	9535483	6.3
	"North Carolina"	"37"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O9"	76979	9535483	807.3
	"North Carolina"	"37"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1071	9656401	11.1
	"North Carolina"	"37"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	163	9656401	1.7
	"North Carolina"	"37"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	29	9656401	0.3
	"North Carolina"	"37"	"2011"	"2011"	"All other drug-induced causes"	"D9"	39	9656401	0.4
	"North Carolina"	"37"	"2011"	"2011"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	77	9656401	0.8
	"North Carolina"	"37"	"2011"	"2011"	"All other alcohol-induced causes"	"A9"	654	9656401	6.8
	"North Carolina"	"37"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O9"	77848	9656401	806.2
	"North Carolina"	"37"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1049	9752073	10.8
	"North Carolina"	"37"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	215	9752073	2.2
	"North Carolina"	"37"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	34	9752073	0.3
	"North Carolina"	"37"	"2012"	"2012"	"All other drug-induced causes"	"D9"	48	9752073	0.5
	"North Carolina"	"37"	"2012"	"2012"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	59	9752073	0.6
	"North Carolina"	"37"	"2012"	"2012"	"All other alcohol-induced causes"	"A9"	679	9752073	7.0
	"North Carolina"	"37"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O9"	79841	9752073	818.7
	"North Carolina"	"37"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1027	9848060	10.4
	"North Carolina"	"37"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	186	9848060	1.9
	"North Carolina"	"37"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	9848060	0.4
	"North Carolina"	"37"	"2013"	"2013"	"All other drug-induced causes"	"D9"	49	9848060	0.5
	"North Carolina"	"37"	"2013"	"2013"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	76	9848060	0.8
	"North Carolina"	"37"	"2013"	"2013"	"All other alcohol-induced causes"	"A9"	779	9848060	7.9
	"North Carolina"	"37"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O9"	81166	9848060	824.2
	"North Carolina"	"37"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1108	9943964	11.1
	"North Carolina"	"37"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	206	9943964	2.1
	"North Carolina"	"37"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	42	9943964	0.4
	"North Carolina"	"37"	"2014"	"2014"	"All other drug-induced causes"	"D9"	77	9943964	0.8
	"North Carolina"	"37"	"2014"	"2014"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	91	9943964	0.9
	"North Carolina"	"37"	"2014"	"2014"	"All other alcohol-induced causes"	"A9"	796	9943964	8.0
	"North Carolina"	"37"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O9"	83045	9943964	835.1
	"North Carolina"	"37"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1327	10042802	13.2
	"North Carolina"	"37"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	192	10042802	1.9
	"North Carolina"	"37"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	48	10042802	0.5
	"North Carolina"	"37"	"2015"	"2015"	"All other drug-induced causes"	"D9"	69	10042802	0.7
	"North Carolina"	"37"	"2015"	"2015"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	75	10042802	0.7
	"North Carolina"	"37"	"2015"	"2015"	"All other alcohol-induced causes"	"A9"	840	10042802	8.4
	"North Carolina"	"37"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O9"	86582	10042802	862.1
	"North Carolina"	"37"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1717	10146788	16.9
	"North Carolina"	"37"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	191	10146788	1.9
	"North Carolina"	"37"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	47	10146788	0.5
	"North Carolina"	"37"	"2016"	"2016"	"All other drug-induced causes"	"D9"	84	10146788	0.8
	"North Carolina"	"37"	"2016"	"2016"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	63	10146788	0.6
	"North Carolina"	"37"	"2016"	"2016"	"All other alcohol-induced causes"	"A9"	900	10146788	8.9
	"North Carolina"	"37"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O9"	87462	10146788	862.0
	"North Dakota"	"38"	"1999"	"1999"	"All other alcohol-induced causes"	"A9"	52	644259	8.1
	"North Dakota"	"38"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O9"	6036	644259	936.9
	"North Dakota"	"38"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	642200	Unreliable
	"North Dakota"	"38"	"2000"	"2000"	"All other alcohol-induced causes"	"A9"	49	642200	7.6
	"North Dakota"	"38"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O9"	5791	642200	901.7
	"North Dakota"	"38"	"2001"	"2001"	"All other alcohol-induced causes"	"A9"	68	639062	10.6
	"North Dakota"	"38"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O9"	5963	639062	933.1
	"North Dakota"	"38"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	10	638168	Unreliable
	"North Dakota"	"38"	"2002"	"2002"	"All other alcohol-induced causes"	"A9"	68	638168	10.7
	"North Dakota"	"38"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O9"	5798	638168	908.5
	"North Dakota"	"38"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	638817	Unreliable
	"North Dakota"	"38"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	11	638817	Unreliable
	"North Dakota"	"38"	"2003"	"2003"	"All other alcohol-induced causes"	"A9"	74	638817	11.6
	"North Dakota"	"38"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O9"	5988	638817	937.4
	"North Dakota"	"38"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	14	644705	Unreliable
	"North Dakota"	"38"	"2004"	"2004"	"All other alcohol-induced causes"	"A9"	61	644705	9.5
	"North Dakota"	"38"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O9"	5518	644705	855.9
	"North Dakota"	"38"	"2005"	"2005"	"All other alcohol-induced causes"	"A9"	73	646089	11.3
	"North Dakota"	"38"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O9"	5656	646089	875.4
	"North Dakota"	"38"	"2006"	"2006"	"All other alcohol-induced causes"	"A9"	63	649422	9.7
	"North Dakota"	"38"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O9"	5788	649422	891.3
	"North Dakota"	"38"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	20	652822	3.1
	"North Dakota"	"38"	"2007"	"2007"	"All other alcohol-induced causes"	"A9"	53	652822	8.1
	"North Dakota"	"38"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O9"	5467	652822	837.4
	"North Dakota"	"38"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	38	657569	5.8
	"North Dakota"	"38"	"2008"	"2008"	"All other alcohol-induced causes"	"A9"	75	657569	11.4
	"North Dakota"	"38"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O9"	5743	657569	873.4
